City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
victoria,22.2855,114.1577,291.48,79.0,35.0,0.45,HK,1612484137.0
ostrovnoy,68.0531,39.5131,261.55,93.0,100.0,9.56,RU,1612484172.0
staryy krym,45.0333,35.1,281.01,84.0,92.0,5.14,UA,1612484297.0
palabuhanratu,,,,,,,,
port blair,11.6667,92.75,298.67,82.0,0.0,4.14,IN,1612484111.0
johannesburg,-26.2023,28.0436,290.93,95.0,100.0,1.5,ZA,1612483971.0
lavrentiya,65.5833,-171.0,251.09,87.0,100.0,9.14,RU,1612484297.0
high prairie,55.4334,-116.4858,254.15,65.0,96.0,1.03,CA,1612484298.0
la libertad,-2.2333,-80.9,301.15,69.0,0.0,4.12,EC,1612484298.0
poole,50.7167,-2.0,280.93,90.0,54.0,3.22,GB,1612484120.0
paamiut,61.994,-49.6678,264.91,75.0,0.0,3.58,GL,1612484298.0
grand river south east,,,,,,,,
matagami,49.7502,-77.6328,268.15,80.0,1.0,4.63,CA,1612484299.0
louisbourg,,,,,,,,
inhambane,-23.865,35.3833,300.11,84.0,3.0,1.22,MZ,1612484193.0
cleveland,41.4995,-81.6954,276.15,44.0,90.0,7.2,US,1612484021.0
presidente medici,-11.1753,-61.9014,298.2,89.0,100.0,0.34,BR,1612484300.0
ipora,-16.4419,-51.1178,296.1,84.0,87.0,0.69,BR,1612484300.0
paoua,7.2427,16.4406,294.01,23.0,17.0,2.11,CF,1612484300.0
alofi,-19.0595,-169.9187,301.15,83.0,75.0,5.14,NU,1612484116.0
phan rang,,,,,,,,
tumaco,1.7986,-78.8156,298.86,90.0,98.0,2.01,CO,1612484301.0
salalah,17.0151,54.0924,295.15,73.0,40.0,2.06,OM,1612484203.0
tumannyy,,,,,,,,
bulawayo,-20.15,28.5833,292.12,89.0,73.0,1.49,ZW,1612484301.0
ahuimanu,21.4447,-157.8378,296.15,53.0,90.0,5.14,US,1612484302.0
tasbuget,,,,,,,,
valdivia,-39.8142,-73.2459,303.15,42.0,0.0,3.09,CL,1612484097.0
bichura,50.5881,107.6022,261.61,92.0,100.0,1.08,RU,1612484302.0
cazones,20.7167,-97.3167,299.15,53.0,1.0,4.12,MX,1612484303.0
bukama,-9.2,25.85,293.49,89.0,17.0,0.99,CD,1612484303.0
tahe,52.3333,124.7333,247.88,89.0,98.0,0.65,CN,1612484303.0
erzin,36.9559,36.2,285.93,64.0,42.0,6.71,TR,1612484303.0
dakar,14.6937,-17.4441,292.15,88.0,40.0,7.2,SN,1612484139.0
meyungs,,,,,,,,
niort,46.3333,-0.3333,283.15,90.0,100.0,2.54,FR,1612484304.0
tura,25.5198,90.2201,288.19,58.0,0.0,1.58,IN,1612484120.0
iqaluit,63.7506,-68.5145,263.15,79.0,90.0,8.23,CA,1612484163.0
sibu,2.3,111.8167,297.15,94.0,40.0,1.54,MY,1612484305.0
tynda,55.1667,124.7167,240.86,80.0,96.0,1.02,RU,1612484305.0
kirakira,-10.4544,161.9205,302.22,73.0,94.0,4.45,SB,1612484305.0
ahipara,-35.1667,173.1667,294.93,60.0,83.0,1.82,NZ,1612484305.0
asyut,27.180999999999997,31.1837,283.15,76.0,0.0,5.14,EG,1612484305.0
okhotsk,59.3833,143.3,256.16,86.0,99.0,5.53,RU,1612484306.0
takoradi,4.8845,-1.7554,299.57,87.0,3.0,3.18,GH,1612484306.0
gasa,31.5,34.4667,286.48,100.0,99.0,2.17,PS,1612484306.0
pangnirtung,66.1451,-65.7125,260.15,78.0,90.0,4.12,CA,1612484306.0
mitu,1.1983,-70.1733,295.98,97.0,96.0,0.67,CO,1612484307.0
kabanjahe,3.1001,98.4908,298.15,100.0,20.0,1.54,ID,1612484307.0
pokrovsk,48.282,37.1758,279.15,92.0,100.0,6.35,UA,1612484307.0
dali,25.7,100.1833,277.11,72.0,4.0,1.24,CN,1612484307.0
nyakahanga,-1.6033,31.1414,288.31,100.0,61.0,1.67,TZ,1612484308.0
piskivka,50.6938,29.6193,271.48,80.0,100.0,10.0,UA,1612484308.0
chaman,30.9236,66.4512,277.43,64.0,0.0,0.37,PK,1612484308.0
kamenskoye,,,,,,,,
saint-pierre,-21.3393,55.4781,299.15,73.0,90.0,2.06,RE,1612484193.0
mecca,21.4267,39.8261,295.08,74.0,64.0,4.23,SA,1612484131.0
cockburn town,21.4612,-71.1419,296.15,60.0,40.0,3.09,TC,1612484309.0
albert lea,43.648,-93.3683,262.15,85.0,90.0,6.17,US,1612484309.0
bharuch,21.7,72.9667,291.15,68.0,0.0,2.57,IN,1612484108.0
marovoay,-16.1,46.6333,297.15,94.0,40.0,3.6,MG,1612484310.0
vila velha,-20.3297,-40.2925,299.26,83.0,0.0,4.12,BR,1612484122.0
ust-maya,60.4167,134.5333,235.03,80.0,100.0,0.16,RU,1612484310.0
ulladulla,-35.35,150.4667,299.82,61.0,75.0,2.06,AU,1612484187.0
dire,12.2833,-10.9667,297.27,18.0,5.0,0.93,ML,1612484311.0
portland,45.5234,-122.6762,280.93,90.0,99.0,1.34,US,1612484355.0
kharitonovo,61.4009,47.4978,262.4,96.0,98.0,3.1,RU,1612484311.0
taclobo,12.3074,122.586,299.66,80.0,92.0,5.75,PH,1612484311.0
bardiyah,31.7561,25.0865,287.54,85.0,0.0,6.31,LY,1612484312.0
la ronge,55.1001,-105.2842,255.15,78.0,100.0,3.09,CA,1612484118.0
berlevag,70.8578,29.0864,271.19,91.0,100.0,8.04,NO,1612484312.0
guelengdeng,,,,,,,,
salta,-24.7859,-65.4117,295.15,49.0,40.0,4.12,AR,1612484312.0
komatipoort,-25.4332,31.9548,295.37,100.0,82.0,0.51,ZA,1612484313.0
marsaxlokk,35.8419,14.5431,288.15,94.0,0.0,4.63,MT,1612484073.0
odweyne,9.4092,45.06399999999999,287.79,36.0,18.0,1.63,SO,1612484313.0
royan,45.6285,-1.0281,283.15,93.0,100.0,0.51,FR,1612484313.0
barsovo,61.1667,73.1667,254.15,84.0,90.0,1.0,RU,1612484314.0
vestmanna,62.1564,-7.1664,274.15,69.0,82.0,8.23,FO,1612484314.0
ngaoundere,7.3167,13.5833,291.5,27.0,0.0,2.11,CM,1612484051.0
tiznit,29.5833,-9.5,283.54,79.0,100.0,2.91,MA,1612484293.0
isangel,-19.55,169.2667,303.15,74.0,75.0,1.54,VU,1612484181.0
mabaruma,8.2,-59.7833,297.09,82.0,35.0,2.33,GY,1612484315.0
saint-augustin,51.226000000000006,-58.6502,274.58,97.0,100.0,3.68,CA,1612484175.0
requena,39.4883,-1.1004,285.37,84.0,99.0,1.63,ES,1612484315.0
saint george,37.1041,-113.5841,285.37,24.0,1.0,2.24,US,1612484174.0
hokitika,-42.7167,170.9667,291.31,60.0,25.0,3.25,NZ,1612484316.0
shache,38.4167,77.2406,270.29,84.0,0.0,1.5,CN,1612484167.0
udachnyy,66.4167,112.4,233.18,79.0,41.0,1.67,RU,1612484194.0
barkot,30.8167,78.2,275.8,79.0,95.0,1.27,IN,1612484316.0
boyuibe,-20.4167,-63.2833,293.26,75.0,81.0,2.16,BO,1612484316.0
harlingen,26.1906,-97.6961,298.15,69.0,1.0,6.69,US,1612484317.0
tungor,53.3808,142.9564,249.18,88.0,100.0,8.64,RU,1612484317.0
boddam,57.4667,-1.7833,276.15,93.0,90.0,8.23,GB,1612484317.0
razole,16.4833,81.8333,288.95,90.0,0.0,1.52,IN,1612484317.0
canavieiras,-15.675,-38.9472,298.04,86.0,1.0,2.54,BR,1612484318.0
nanortalik,60.1432,-45.2371,267.31,78.0,96.0,3.32,GL,1612484309.0
ruteng,-8.6136,120.4721,292.89,98.0,100.0,1.19,ID,1612484318.0
port elizabeth,-33.918,25.5701,292.15,88.0,0.0,1.03,ZA,1612483931.0
minot,48.2325,-101.2963,258.15,66.0,1.0,8.23,US,1612484319.0
pasaje,-3.3333,-79.8167,300.15,74.0,90.0,1.54,EC,1612484319.0
fukue,32.6881,128.8419,280.15,81.0,75.0,0.51,JP,1612484319.0
inirida,3.8653,-67.9239,298.66,83.0,68.0,0.8,CO,1612484170.0
sorvag,,,,,,,,
saleaula,,,,,,,,
arbazh,57.6804,48.3065,269.43,99.0,100.0,1.22,RU,1612484320.0
thinadhoo,0.5333,72.9333,300.86,76.0,93.0,4.44,MV,1612484320.0
bom jesus,-9.0744,-44.3586,300.01,62.0,69.0,0.63,BR,1612484320.0
atambua,-9.1061,124.8925,297.77,88.0,100.0,2.42,ID,1612484321.0
yerofey pavlovich,53.9667,121.9667,243.07,83.0,68.0,1.18,RU,1612484321.0
hwange,-18.3693,26.5019,293.1,94.0,11.0,0.54,ZW,1612484321.0
wangdiphodrang,,,,,,,,
kandiari,26.9156,68.5216,285.33,43.0,0.0,0.87,PK,1612484321.0
aykhal,66.0,111.5,235.06,80.0,62.0,1.93,RU,1612484173.0
emerald,-23.5333,148.1667,302.15,61.0,90.0,4.12,AU,1612484322.0
dryden,49.7833,-92.7503,259.15,78.0,90.0,6.17,CA,1612484322.0
santa rosa,14.3122,121.1114,300.93,69.0,40.0,0.51,PH,1612484286.0
yaan,7.3833,8.5667,298.91,17.0,23.0,1.03,NG,1612484189.0
egersund,58.4513,5.9997,266.15,53.0,0.0,3.6,NO,1612484323.0
atar,20.5169,-13.0499,291.73,28.0,84.0,2.84,MR,1612484323.0
xinxiang,35.3089,113.8672,280.08,48.0,80.0,3.46,CN,1612484323.0
tual,-5.6667,132.75,301.26,80.0,100.0,12.49,ID,1612484324.0
tautira,-17.7333,-149.15,300.15,74.0,40.0,3.09,PF,1612484324.0
college,64.8569,-147.8028,247.59,70.0,20.0,2.06,US,1612484324.0
nosy varika,-20.5833,48.5333,297.87,88.0,60.0,1.46,MG,1612484324.0
camacha,33.0833,-16.3333,286.15,76.0,75.0,5.14,PT,1612484325.0
cabinda,-5.55,12.2,299.88,86.0,100.0,3.01,AO,1612484167.0
namatanai,-3.6667,152.4333,302.46,69.0,78.0,1.46,PG,1612484325.0
mabay,6.0577,124.4666,301.15,65.0,40.0,3.6,PH,1612484325.0
wanning,18.8003,110.3967,292.54,85.0,43.0,2.32,CN,1612484326.0
dingle,10.9995,122.6711,298.74,86.0,66.0,5.05,PH,1612484163.0
syamzha,60.0158,41.0614,255.92,94.0,91.0,1.89,RU,1612484326.0
clyde river,70.4692,-68.5914,245.15,76.0,90.0,6.69,CA,1612484326.0
ishinomaki,38.4167,141.3,275.15,48.0,20.0,7.2,JP,1612484327.0
nome,64.5011,-165.4064,258.71,72.0,90.0,7.2,US,1612484327.0
lubango,-14.9172,13.4925,290.92,57.0,21.0,0.45,AO,1612484327.0
chulman,56.8479,124.9104,239.67,81.0,93.0,0.78,RU,1612484327.0
sao jose de ribamar,-2.5619,-44.0542,300.15,83.0,0.0,4.63,BR,1612484328.0
tigil,57.8,158.6667,256.31,92.0,95.0,1.65,RU,1612484328.0
katsuura,35.1333,140.3,280.93,45.0,20.0,5.14,JP,1612484186.0
krutinka,56.0055,71.5113,262.48,96.0,97.0,4.46,RU,1612484328.0
athlone,53.4333,-7.95,278.15,88.0,91.0,2.68,IE,1612484329.0
solwezi,-12.1688,26.3894,289.25,92.0,71.0,0.76,ZM,1612484329.0
hualmay,-11.0964,-77.6139,294.98,77.0,93.0,2.75,PE,1612484329.0
cheltenham,51.9,-2.0833,280.93,93.0,99.0,2.63,GB,1612484056.0
canutama,-6.5339,-64.3831,298.32,91.0,68.0,0.68,BR,1612484329.0
eyl,7.9803,49.8164,293.76,76.0,0.0,5.51,SO,1612484330.0
esperance,-33.8667,121.9,289.15,55.0,75.0,5.66,AU,1612484330.0
chardara,41.2547,67.9692,281.14,54.0,100.0,3.72,KZ,1612484330.0
rundu,-17.9333,19.7667,293.77,69.0,94.0,1.62,,1612484330.0
nhulunbuy,-12.2333,136.7667,299.15,89.0,75.0,4.12,AU,1612484331.0
pacific grove,36.6177,-121.9166,288.15,47.0,1.0,3.6,US,1612484301.0
veraval,20.9,70.3667,292.11,54.0,0.0,5.58,IN,1612484331.0
kahului,20.8947,-156.47,295.15,60.0,90.0,6.17,US,1612484170.0
petropavlovsk-kamchatskiy,53.0452,158.6483,261.15,56.0,42.0,1.0,RU,1612484332.0
mangan,27.5167,88.5333,283.85,37.0,0.0,2.52,IN,1612484332.0
attawapiskat,,,,,,,,
sorland,67.667,12.6934,276.06,78.0,45.0,8.94,NO,1612484332.0
zamora,-4.0692,-78.9567,294.79,73.0,100.0,0.36,EC,1612484332.0
kadykchan,,,,,,,,
mehamn,71.0357,27.8492,270.64,91.0,100.0,7.02,NO,1612484330.0
bathsheba,13.2167,-59.5167,299.15,61.0,20.0,8.23,BB,1612484188.0
fairbanks,64.8378,-147.7164,247.59,76.0,20.0,1.54,US,1612484173.0
west bay,19.3667,-81.4167,297.15,73.0,20.0,4.12,KY,1612484333.0
sakaiminato,35.55,133.2333,278.15,70.0,40.0,1.03,JP,1612484334.0
talnakh,69.4865,88.3972,242.91,86.0,100.0,0.65,RU,1612484334.0
tambovka,50.0969,128.0489,249.15,77.0,40.0,2.91,RU,1612484334.0
oksfjord,70.2396,22.3479,272.15,64.0,90.0,7.2,NO,1612484334.0
chulym,55.0997,80.9572,256.35,93.0,97.0,2.22,RU,1612484335.0
dianopolis,,,,,,,,
cayenne,4.9333,-52.3333,299.15,83.0,75.0,4.12,GF,1612484116.0
zhangye,38.9342,100.4517,269.94,69.0,0.0,2.72,CN,1612484184.0
padang,-0.9492,100.3543,297.15,88.0,40.0,1.03,ID,1612484196.0
myitkyina,25.3833,97.4,285.04,58.0,0.0,1.23,MM,1612484303.0
flinders,-34.5833,150.8552,301.48,72.0,47.0,2.68,AU,1612484336.0
mahuva,21.0914,71.7622,291.87,36.0,0.0,4.63,IN,1612484336.0
pangai,-19.8,-174.35,301.15,83.0,75.0,5.14,TO,1612484336.0
bilibino,68.0546,166.4372,246.38,78.0,49.0,4.2,RU,1612484337.0
quelimane,-17.8786,36.8883,301.15,89.0,0.0,1.03,MZ,1612484337.0
yarmouth,41.7057,-70.2286,276.15,60.0,90.0,2.06,US,1612484337.0
najran,17.4924,44.1277,287.15,33.0,0.0,2.06,SA,1612484337.0
ryotsu,38.0833,138.4333,273.15,80.0,75.0,4.12,JP,1612484338.0
zhaotong,27.3167,103.7167,276.91,79.0,100.0,2.57,CN,1612484338.0
engenheiro beltrao,-23.7972,-52.2692,295.14,92.0,6.0,2.35,BR,1612484338.0
lac du bonnet,50.2536,-96.0612,256.48,100.0,100.0,3.58,CA,1612484338.0
fugen,47.35,11.85,278.15,88.0,100.0,2.42,AT,1612484339.0
chuguyevka,44.1653,133.8633,254.64,82.0,7.0,1.67,RU,1612484339.0
champaign,40.1334,-88.2001,272.15,93.0,90.0,12.86,US,1612484339.0
ucluelet,48.9329,-125.5528,282.04,100.0,90.0,6.85,CA,1612484107.0
katobu,-4.9408,122.5276,299.56,88.0,99.0,2.11,ID,1612484340.0
hamilton,39.1834,-84.5333,276.15,75.0,90.0,4.12,US,1612484135.0
komsomolskiy,40.4272,71.7189,272.15,69.0,4.0,3.09,UZ,1612484340.0
tabou,4.423,-7.3528,298.95,90.0,5.0,3.55,CI,1612484183.0
zhigansk,66.7697,123.3711,231.32,75.0,0.0,5.47,RU,1612484341.0
kolo,52.2002,18.6387,271.48,93.0,75.0,2.19,PL,1612484234.0
raton,36.9034,-104.4391,277.15,38.0,20.0,3.6,US,1612484341.0
keningau,5.3378,116.1602,298.15,88.0,20.0,2.57,MY,1612484341.0
tres arroyos,-38.3739,-60.2798,289.88,65.0,0.0,3.04,AR,1612484342.0
durban,-29.8579,31.0292,297.04,83.0,0.0,1.03,ZA,1612484342.0
kemijarvi,66.7131,27.4306,261.24,95.0,33.0,3.28,FI,1612484342.0
maurawan,26.4333,80.8833,289.15,94.0,75.0,3.09,IN,1612484342.0
limbazi,57.5129,24.7194,260.93,91.0,33.0,0.89,LV,1612484343.0
itacare,-14.2775,-38.9967,300.15,83.0,20.0,4.63,BR,1612484343.0
vuktyl,63.8567,57.3094,261.65,95.0,97.0,3.19,RU,1612484343.0
morro bay,35.3658,-120.8499,288.71,75.0,0.0,2.24,US,1612484343.0
garissa,-0.4536,39.6401,297.23,74.0,4.0,4.22,KE,1612484344.0
tougue,11.4667,-11.6,293.33,24.0,7.0,1.21,GN,1612484344.0
borogontsy,62.6683,131.1683,232.57,80.0,82.0,1.36,RU,1612484174.0
kargopol,61.5071,38.9456,258.78,94.0,95.0,2.9,RU,1612484344.0
ontario,34.0633,-117.6509,292.59,45.0,1.0,3.6,US,1612484106.0
crab hill,,,,,,,,
marsabit,2.3284,37.9899,293.01,55.0,0.0,4.82,KE,1612484345.0
balkhash,46.843999999999994,74.9804,267.8,98.0,100.0,0.46,KZ,1612484345.0
taburi,,,,,,,,
farah,32.5,62.5,277.73,62.0,9.0,1.51,AF,1612484346.0
achisay,,,,,,,,
clyde,41.3042,-82.9752,272.59,93.0,100.0,0.45,US,1612484346.0
saint-joseph,-21.3667,55.6167,299.15,73.0,90.0,2.06,RE,1612484346.0
lashio,22.9333,97.75,281.84,64.0,0.0,0.71,MM,1612484347.0
kochubey,44.3861,46.5825,276.62,96.0,59.0,2.97,RU,1612484347.0
longyearbyen,78.2186,15.6401,265.15,67.0,75.0,6.17,SJ,1612484108.0
turukhansk,65.8167,87.9833,245.29,89.0,100.0,2.68,RU,1612484347.0
diffa,13.3154,12.6113,293.13,33.0,0.0,5.63,NE,1612484347.0
cadillac,44.2519,-85.4012,271.15,93.0,90.0,7.2,US,1612484348.0
kajaani,64.2273,27.7285,250.15,77.0,0.0,0.51,FI,1612484348.0
ballina,-28.8667,153.5667,301.15,65.0,40.0,4.12,AU,1612484209.0
filadelfia,39.9523,-75.1638,275.37,64.0,20.0,4.12,US,1612484138.0
udimskiy,61.1417,45.9144,260.75,96.0,98.0,2.92,RU,1612484349.0
nacozari,25.3366,-108.2574,300.93,36.0,38.0,0.89,MX,1612484349.0
townsville,-19.25,146.8,304.15,66.0,40.0,6.69,AU,1612484349.0
dunedin,-45.8742,170.5036,287.04,70.0,37.0,9.83,NZ,1612484349.0
mana,5.6592,-53.7767,298.32,79.0,99.0,5.58,GF,1612484350.0
vila,42.0304,-8.1588,278.15,92.0,100.0,1.34,PT,1612484350.0
neiafu,-18.65,-173.9833,301.15,89.0,75.0,3.6,TO,1612484350.0
tiksi,71.6872,128.8694,243.27,88.0,100.0,3.29,RU,1612484180.0
shadegan,30.6497,48.6647,290.15,72.0,40.0,5.76,IR,1612484351.0
tabiauea,,,,,,,,
westport,41.1415,-73.3579,274.82,64.0,1.0,1.96,US,1612484207.0
pasni,25.2631,63.471000000000004,292.04,27.0,0.0,4.27,PK,1612484351.0
honiara,-9.4333,159.95,302.57,67.0,73.0,3.27,SB,1612484116.0
husavik,66.0449,-17.3389,271.15,59.0,0.0,2.57,IS,1612484352.0
ko samui,9.5357,99.9357,299.85,75.0,58.0,4.3,TH,1612484352.0
harrisonville,38.6533,-94.3488,273.15,64.0,1.0,4.12,US,1612484290.0
vadso,70.0744,29.7487,268.15,86.0,75.0,7.72,NO,1612484352.0
madimba,-10.4,40.3333,299.12,83.0,9.0,2.2,TZ,1612484353.0
roald,62.5833,6.1333,268.15,50.0,20.0,3.09,NO,1612484149.0
bababe,,,,,,,,
chitral,35.8462,71.7858,272.24,49.0,0.0,3.95,PK,1612484353.0
kenai,60.5544,-151.2583,266.15,86.0,90.0,3.6,US,1612484133.0
bambanglipuro,-7.95,110.2833,299.26,82.0,93.0,1.63,ID,1612484354.0
mporokoso,-9.3727,30.125,289.39,95.0,97.0,1.15,ZM,1612484354.0
san antonio,29.4241,-98.4936,298.15,29.0,20.0,7.72,US,1612484237.0
morehead,37.2711,-87.1764,281.15,81.0,90.0,4.12,US,1612484355.0
lusambo,-4.9667,23.45,294.72,92.0,89.0,0.7,CD,1612484355.0
pouebo,-20.4,164.5667,301.52,72.0,31.0,4.5,NC,1612484355.0
mosetse,-20.75,26.65,294.13,87.0,90.0,3.01,BW,1612484355.0
snezhnogorsk,69.1933,33.2531,257.15,85.0,75.0,6.83,RU,1612484356.0
usinsk,65.9939,57.5281,251.49,90.0,99.0,6.72,RU,1612484356.0
acari,-15.4311,-74.6158,295.65,69.0,99.0,2.52,PE,1612484356.0
khasan,42.4308,130.6434,262.79,94.0,46.0,2.19,RU,1612484356.0
ostroleka,53.0862,21.5757,264.26,74.0,71.0,2.09,PL,1612484357.0
biak,-0.9131,122.8766,299.35,77.0,100.0,0.79,ID,1612484357.0
araouane,18.9048,-3.5265,296.52,15.0,82.0,3.52,ML,1612484357.0
panjakent,39.4952,67.6093,279.15,49.0,36.0,4.12,TJ,1612484357.0
nishihara,26.1842,127.7558,291.15,55.0,40.0,1.54,JP,1612484358.0
puerto carreno,6.189,-67.4859,303.54,54.0,75.0,5.84,CO,1612484175.0
henties bay,-22.116,14.2845,291.48,85.0,48.0,0.89,,1612484319.0
upington,-28.4478,21.2561,296.15,27.0,0.0,3.09,ZA,1612484358.0
bhola,22.6833,90.65,290.18,58.0,0.0,1.88,BD,1612484358.0
anadyr,64.75,177.4833,257.15,78.0,90.0,17.0,RU,1612484359.0
arrecife,28.963,-13.5477,287.15,77.0,20.0,4.12,ES,1612484359.0
lodja,-3.4833,23.4333,293.8,93.0,75.0,0.36,CD,1612484359.0
khash,28.2211,61.2158,276.03,60.0,0.0,0.42,IR,1612484359.0
darab,28.7519,54.5444,282.65,41.0,0.0,0.69,IR,1612484360.0
salym,60.0625,71.4789,259.34,95.0,100.0,2.04,RU,1612484360.0
mandapam,9.2833,79.1167,298.25,78.0,0.0,7.49,IN,1612484360.0
nigran,42.1415,-8.8066,284.82,93.0,0.0,1.03,ES,1612484360.0
asau,46.4333,26.4,277.15,87.0,0.0,5.14,RO,1612484360.0
jasper,37.2001,-94.3502,278.15,52.0,1.0,5.14,US,1612484361.0
rolim de moura,,,,,,,,
tucuman,-26.8241,-65.2226,299.15,69.0,0.0,0.39,AR,1612484249.0
kilmez,,,,,,,,
akyab,20.15,92.9,288.69,77.0,18.0,2.67,MM,1612484362.0
tuy hoa,13.0833,109.3,295.03,90.0,72.0,3.0,VN,1612484362.0
kaeo,-35.1,173.7833,295.03,61.0,61.0,2.76,NZ,1612484182.0
saint-ambroise,48.5501,-71.3324,270.15,74.0,83.0,2.06,CA,1612484362.0
vila franca do campo,37.7167,-25.4333,286.15,62.0,40.0,5.14,PT,1612484363.0
union,40.6334,-74.2663,277.15,52.0,1.0,1.54,US,1612484363.0
bela,25.9333,81.9833,285.99,70.0,37.0,3.12,IN,1612484363.0
dorobantu,44.2167,26.95,280.42,87.0,0.0,3.24,RO,1612484363.0
chernenko,44.365,39.3103,281.32,87.0,94.0,5.04,RU,1612484364.0
bose,45.4612,8.0137,280.93,94.0,99.0,0.82,IT,1612484364.0
itoman,26.1247,127.6694,291.15,63.0,40.0,3.6,JP,1612484364.0
djibo,14.1022,-1.6306,296.89,18.0,16.0,4.09,BF,1612484364.0
lompoc,34.6391,-120.4579,288.15,63.0,1.0,6.17,US,1612484365.0
tyrma,50.0833,132.1667,242.85,83.0,52.0,0.31,RU,1612484365.0
haibowan,,,,,,,,
russell,32.3502,-85.1999,285.15,43.0,90.0,2.06,US,1612484365.0
northam,51.0333,-4.2167,279.26,96.0,5.0,2.68,GB,1612484365.0
oussouye,12.485,-16.5469,297.15,94.0,0.0,3.09,SN,1612484366.0
yurimaguas,-5.9,-76.0833,297.94,92.0,98.0,1.09,PE,1612484366.0
san blas,21.5167,-105.2667,300.15,29.0,1.0,3.09,MX,1612484366.0
okakarara,-20.5833,17.4333,294.92,54.0,96.0,3.66,,1612484366.0
wajima,37.4,136.9,273.15,100.0,75.0,2.06,JP,1612484367.0
pyshma,56.9523,63.2513,267.31,98.0,96.0,2.91,RU,1612484367.0
dwarka,22.2394,68.9678,293.22,57.0,0.0,5.59,IN,1612484367.0
olinda,-8.0089,-34.8553,299.15,73.0,40.0,3.09,BR,1612484367.0
mussomeli,37.5778,13.7513,284.26,83.0,100.0,1.34,IT,1612484368.0
alice springs,-23.7,133.8833,296.15,64.0,75.0,4.63,AU,1612484132.0
aswan,24.0934,32.907,287.88,51.0,0.0,5.28,EG,1612484368.0
maragheh,37.3917,46.2398,279.15,93.0,90.0,2.06,IR,1612484368.0
baton rouge,30.4508,-91.1545,292.15,68.0,90.0,6.69,US,1612484188.0
port-gentil,-0.7193,8.7815,301.15,89.0,40.0,4.12,GA,1612484054.0
samarai,-10.6167,150.6667,302.12,68.0,30.0,1.09,PG,1612484369.0
dzhusaly,,,,,,,,
arlit,18.7369,7.3853,291.35,25.0,26.0,4.23,NE,1612484186.0
